TimeFromTransfusion,Storage_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
365,4,87.445299666,0.4512848617,87.173424888,0.4492084107,86.29299246,88.053857315,86.450363045,88.214061894,-0.232154431,-0.158787582,-1.039220009,0.7216448458,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
366,4,87.45031154,0.4512892557,87.178356356,0.4492127762,86.297915372,88.058797339,86.450363045,88.214061894,-0.227142556,-0.153856113,-1.034297097,0.72658487,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
367,4,87.455285214,0.4512935853,87.183248173,0.4492170774,86.302798759,88.063697587,86.450363045,88.214061894,-0.222168883,-0.148964296,-1.02941371,0.7314851176,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
368,4,87.460220816,0.4512978479,87.188100474,0.4492213119,86.307642761,88.068558188,86.450363045,88.214061894,-0.21723328,-0.144111995,-1.024569708,0.7363457185,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
369,4,87.465118478,0.4513020411,87.192913395,0.4492254771,86.312447518,88.073379272,86.450363045,88.214061894,-0.212335618,-0.139299074,-1.019764951,0.7411668026,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
370,4,87.469978329,0.4513061623,87.197687069,0.4492295705,86.317213169,88.078160969,86.450363045,88.214061894,-0.207475768,-0.1345254,-1.0149993,0.7459485,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
371,4,87.474800498,0.4513102093,87.202421632,0.4492335899,86.321939855,88.08290341,86.450363045,88.214061894,-0.202653598,-0.129790837,-1.010272614,0.7506909409,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
372,4,87.479585117,0.4513141797,87.207117219,0.4492375329,86.326627713,88.087606725,86.450363045,88.214061894,-0.19786898,-0.12509525,-1.005584756,0.7553942558,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
373,4,87.484332314,0.4513180714,87.211773964,0.4492413974,86.331276884,88.092271044,86.450363045,88.214061894,-0.193121783,-0.120438505,-1.000935585,0.7600585752,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
374,4,87.48904222,0.4513218822,87.216392003,0.4492451811,86.335887507,88.096896499,86.450363045,88.214061894,-0.188411877,-0.115820466,-0.996324962,0.7646840297,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
375,4,87.493714964,0.45132561,87.22097147,0.4492488822,86.34045972,88.101483219,86.450363045,88.214061894,-0.183739132,-0.111241,-0.99175275,0.7692707503,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
376,4,87.498350677,0.451329253,87.225512499,0.4492524984,86.344993662,88.106031337,86.450363045,88.214061894,-0.179103419,-0.10669997,-0.987218807,0.7738188679,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
377,4,87.502949489,0.4513328092,87.230015227,0.4492560281,86.349489471,88.110540983,86.450363045,88.214061894,-0.174504607,-0.102197242,-0.982722998,0.7783285137,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
378,4,87.507511529,0.4513362767,87.234479788,0.4492594693,86.353947287,88.115012288,86.450363045,88.214061894,-0.169942567,-0.097732681,-0.978265182,0.7827998188,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
379,4,87.512036927,0.4513396538,87.238906316,0.4492628202,86.358367248,88.119445384,86.450363045,88.214061894,-0.165417169,-0.093306153,-0.973845221,0.7872329148,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
380,4,87.516525814,0.4513429388,87.243294947,0.4492660792,86.362749491,88.123840402,86.450363045,88.214061894,-0.160928282,-0.088917522,-0.969462978,0.7916279332,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
381,4,87.520978319,0.4513461301,87.247645815,0.4492692447,86.367094155,88.128197475,86.450363045,88.214061894,-0.156475777,-0.084566654,-0.965118314,0.7959850056,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
382,4,87.525394572,0.4513492262,87.251959055,0.4492723151,86.371401378,88.132516733,86.450363045,88.214061894,-0.152059524,-0.080253414,-0.960811091,0.8003042639,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
383,4,87.529774703,0.4513522255,87.256234803,0.4492752889,86.375671297,88.136798309,86.450363045,88.214061894,-0.147679393,-0.075977666,-0.956541172,0.80458584,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
384,4,87.534118843,0.4513551266,87.260473193,0.4492781646,86.37990405,88.141042335,86.450363045,88.214061894,-0.143335254,-0.071739276,-0.952308419,0.8088298661,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
385,4,87.53842712,0.4513579283,87.264674359,0.4492809411,86.384099775,88.145248944,86.450363045,88.214061894,-0.139026976,-0.06753811,-0.948112694,0.8130364744,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
386,4,87.542699665,0.4513606292,87.268838437,0.4492836169,86.388258609,88.149418266,86.450363045,88.214061894,-0.134754431,-0.063374032,-0.94395386,0.8172057971,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
387,4,87.546936608,0.451363228,87.272965562,0.4492861909,86.392380689,88.153550436,86.450363045,88.214061894,-0.130517488,-0.059246907,-0.939831781,0.8213379669,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
388,4,87.551138079,0.4513657238,87.277055869,0.4492886619,86.396466152,88.157645585,86.450363045,88.214061894,-0.126316017,-0.0551566,-0.935746317,0.8254331162,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
389,4,87.555304208,0.4513681153,87.281109491,0.4492910288,86.400515136,88.161703847,86.450363045,88.214061894,-0.122149889,-0.051102978,-0.931697334,0.8294913779,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
390,4,87.559435124,0.4513704015,87.285126565,0.4492932906,86.404527776,88.165725354,86.450363045,88.214061894,-0.118018972,-0.047085904,-0.927684693,0.8335128848,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
391,4,87.563530958,0.4513725815,87.289107225,0.4492954463,86.408504211,88.169710239,86.450363045,88.214061894,-0.113923139,-0.043105244,-0.923708258,0.83749777,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
392,4,87.567591839,0.4513746545,87.293051606,0.4492974951,86.412444577,88.173658636,86.450363045,88.214061894,-0.109862257,-0.039160863,-0.919767893,0.8414461664,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
393,4,87.571617898,0.4513766195,87.296959843,0.4492994361,86.416349009,88.177570677,86.450363045,88.214061894,-0.105836198,-0.035252626,-0.91586346,0.8453582074,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
394,4,87.575609264,0.4513784758,87.30083207,0.4493012685,86.420217645,88.181446495,86.450363045,88.214061894,-0.101844832,-0.031380399,-0.911994824,0.8492340262,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
395,4,87.579566068,0.4513802227,87.304668423,0.4493029916,86.42405062,88.185286226,86.450363045,88.214061894,-0.097888029,-0.027544046,-0.908161849,0.8530737564,HR,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
