TimeFromTransfusion,Storage_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
-573,5,35.478253488,0.4759030111,35.47578472,0.4723366124,34.550021769,36.401547671,33.593395557,35.45973167,0.9650608802,0.9492211066,0.0234581556,1.8749840576,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-572,5,35.479606824,0.4758729798,35.47721699,0.4723067142,34.551512639,36.402921341,33.593395557,35.45973167,0.9664142161,0.9506533766,0.0249490252,1.876357728,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-571,5,35.480942573,0.4758443076,35.478632221,0.4722781689,34.552983817,36.404280625,33.593395557,35.45973167,0.967749965,0.9520686074,0.0264202036,1.8777170112,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-570,5,35.482260535,0.4758169828,35.480030219,0.4722509654,34.554435133,36.405625305,33.593395557,35.45973167,0.9690679271,0.9534666054,0.0278715196,1.8790616912,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-569,5,35.48356051,0.4757909939,35.48141079,0.472225092,34.555866416,36.406955165,33.593395557,35.45973167,0.9703679024,0.954847177,0.0293028022,1.8803915519,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-568,5,35.484842299,0.4757663292,35.482773742,0.472200537,34.557277494,36.40826999,33.593395557,35.45973167,0.9716496912,0.9562101286,0.0307138806,1.8817063766,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-567,5,35.486105702,0.4757429768,35.48411888,0.4721772887,34.558668198,36.409569562,33.593395557,35.45973167,0.9729130936,0.9575552665,0.0321045844,1.8830059485,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-566,5,35.487350518,0.4757209247,35.48544601,0.472155335,34.560038357,36.410853664,33.593395557,35.45973167,0.9741579097,0.958882397,0.0334747434,1.8842900507,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-565,5,35.488576548,0.4757001607,35.48675494,0.4721346639,34.561387801,36.412122079,33.593395557,35.45973167,0.9753839397,0.9601913267,0.0348241876,1.8855584657,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-564,5,35.489783592,0.4756806726,35.488045475,0.4721152632,34.562716361,36.413374589,33.593395557,35.45973167,0.9765909837,0.9614818617,0.0361527474,1.8868109761,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
