wdy_donation,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
3,340,81.172825123,2.1250866522,80.311900653,2.1100766832,76.176213742,84.447587563,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,341,81.17460867,2.1250948329,80.315136791,2.110084963,76.179433652,84.45083993,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,342,81.176350786,2.1251030821,80.318321355,2.1100933096,76.182601857,84.454040853,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,343,81.178050713,2.1251113925,80.321453426,2.1101017154,76.185717453,84.457189399,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,344,81.179707696,2.1251197565,80.324532087,2.1101101732,76.188779537,84.460284637,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,345,81.181320977,2.1251281668,80.327556418,2.1101186754,76.191787204,84.463325632,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,346,81.182889799,2.1251366158,80.330525502,2.1101272145,76.194739551,84.466311452,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,347,81.184413405,2.1251450958,80.333438419,2.1101357828,76.197635675,84.469241163,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,348,81.18589104,2.1251535993,80.336294253,2.1101443727,76.200474673,84.472113833,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,349,81.187321946,2.1251621184,80.339092085,2.1101529764,76.203255642,84.474928528,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,350,81.188705366,2.1251706454,80.341830996,2.1101615862,76.205977678,84.477684314,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,351,81.190040544,2.1251791725,80.344510068,2.1101701942,76.208639878,84.480380257,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,352,81.191326723,2.1251876918,80.347128383,2.1101787926,76.211241341,84.483015425,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,353,81.192563146,2.1251961954,80.349685022,2.1101873735,76.213781162,84.485588882,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,354,81.193749056,2.1252046754,80.352179068,2.1101959289,76.216258439,84.488099696,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,355,81.194883697,2.1252131239,80.354609601,2.1102044508,76.21867227,84.490546932,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,356,81.195966312,2.1252215327,80.356975704,2.1102129313,76.221021752,84.492929657,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,357,81.196996144,2.125229894,80.359276459,2.1102213623,76.223305982,84.495246936,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,358,81.197972436,2.1252381996,80.361510947,2.1102297358,76.225524058,84.497497836,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,359,81.198894432,2.1252464415,80.363678249,2.1102380437,76.227675077,84.499681422,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,360,81.199761375,2.1252546117,80.365777448,2.1102462779,76.229758137,84.50179676,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,361,81.200572664,2.1252627026,80.367807817,2.1102544309,76.231772526,84.503843108,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,362,81.20132833,2.1252707085,80.369769394,2.1102624971,76.233718294,84.505820494,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,363,81.202028558,2.1252786246,80.37166241,2.1102704716,76.23559568,84.50772914,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,364,81.202673535,2.1252864461,80.373487094,2.1102783495,76.237404923,84.509569264,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,365,81.203263445,2.1252941683,80.375243676,2.1102861263,76.239146263,84.511341089,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,366,81.203798476,2.1253017866,80.376932387,2.1102937973,76.240819939,84.513044835,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,367,81.204278812,2.1253092967,80.378553457,2.1103013582,76.24242619,84.514680724,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,368,81.204704642,2.1253166942,80.380107115,2.1103088047,76.243965254,84.516248977,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,369,81.205076149,2.1253239751,80.381593593,2.1103161327,76.245437368,84.517749817,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,370,81.205393521,2.1253311354,80.383013119,2.1103233381,76.246842772,84.519183466,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,371,81.205656943,2.125338171,80.384365924,2.1103304171,76.248181703,84.520550146,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,372,81.205866602,2.1253450784,80.385652239,2.1103373659,76.249454398,84.521850079,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,373,81.206022683,2.1253518537,80.386872292,2.1103441809,76.250661094,84.52308349,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,374,81.206125373,2.1253584936,80.388026315,2.1103508586,76.251802028,84.524250601,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,375,81.206174857,2.1253649946,80.389114536,2.1103573956,76.252877438,84.525351635,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,376,81.206171321,2.1253713535,80.390137188,2.1103637886,76.253887559,84.526386816,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,377,81.206114953,2.1253775671,80.391094498,2.1103700345,76.254832628,84.527356369,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,378,81.206005937,2.1253836324,80.391986698,2.1103761302,76.255712881,84.528260516,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,379,81.205844459,2.1253895464,80.392814018,2.1103820729,76.256528553,84.529099483,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,380,81.205630706,2.1253953064,80.393576687,2.1103878596,76.25727988,84.529873494,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,381,81.205364864,2.1254009097,80.394274936,2.1103934879,76.257967098,84.530582775,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,382,81.205047119,2.1254063537,80.394908995,2.1103989551,76.258590441,84.531227549,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,383,81.204677657,2.1254116359,80.395479094,2.1104042586,76.259150145,84.531808042,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,384,81.204256663,2.1254167541,80.395985462,2.1104093963,76.259646444,84.53232448,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,385,81.203784324,2.125421706,80.396428331,2.1104143659,76.260079572,84.532777089,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,386,81.203260826,2.1254264894,80.396807929,2.1104191652,76.260449764,84.533166094,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,387,81.202686355,2.1254311024,80.397124488,2.1104237923,76.260757254,84.533491722,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,388,81.202061097,2.125435543,80.397378237,2.1104282452,76.261002275,84.533754198,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,389,81.201385238,2.1254398095,80.397569406,2.1104325222,76.261185062,84.53395375,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,390,81.200658964,2.1254439001,80.397698226,2.1104366214,76.261305847,84.534090604,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,391,81.199882461,2.1254478133,80.397764926,2.1104405415,76.261364864,84.534164987,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,392,81.199055915,2.1254515475,80.397769736,2.1104442808,76.261362345,84.534177127,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,393,81.198179513,2.1254551015,80.397712887,2.110447838,76.261298524,84.53412725,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,394,81.197253439,2.1254584738,80.397594609,2.1104512117,76.261173634,84.534015584,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,395,81.19627788,2.1254616633,80.397415131,2.1104544009,76.260987905,84.533842357,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,396,81.195253023,2.1254646689,80.397174684,2.1104574044,76.260741572,84.533607797,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,397,81.194179053,2.1254674897,80.396873498,2.1104602212,76.260434865,84.533312132,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,398,81.193056157,2.1254701247,80.396511803,2.1104628505,76.260068017,84.53295559,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,399,81.191884519,2.1254725731,80.396089829,2.1104652914,76.259641258,84.532538401,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,400,81.190664327,2.1254748342,80.395607807,2.1104675432,76.259154822,84.532060791,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,401,81.189395767,2.1254769075,80.395065965,2.1104696054,76.258608939,84.531522991,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,402,81.188079024,2.1254787923,80.394464534,2.1104714773,76.258003839,84.530925229,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,403,81.186714284,2.1254804883,80.393803745,2.1104731586,76.257339754,84.530267736,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,404,81.185301734,2.1254819951,80.393083827,2.1104746489,76.256616916,84.529550739,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,405,81.183841559,2.1254833124,80.392305011,2.110475948,76.255835553,84.528774468,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,406,81.182333946,2.1254844402,80.391467526,2.1104770557,76.254995897,84.527939154,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,407,81.18077908,2.1254853783,80.390571602,2.1104779719,76.254098178,84.527045027,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,408,81.179177148,2.1254861267,80.389617471,2.1104786967,76.253142626,84.526092316,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,409,81.177528336,2.1254866856,80.388605361,2.1104792301,76.25212947,84.525081251,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,410,81.175832829,2.125487055,80.387535503,2.1104795723,76.251058942,84.524012064,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,411,81.174090814,2.1254872353,80.386408126,2.1104797235,76.249931269,84.522884984,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,412,81.172302477,2.1254872267,80.385223462,2.1104796841,76.248746682,84.521700242,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,413,81.170468004,2.1254870298,80.38398174,2.1104794546,76.247505409,84.52045807,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,414,81.16858758,2.125486645,80.38268319,2.1104790353,76.246207681,84.519158698,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,415,81.166661392,2.1254860729,80.381328042,2.110478427,76.244853725,84.517802358,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,416,81.164689626,2.1254853141,80.379916526,2.1104776302,76.243443771,84.51638928,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,417,81.162672468,2.1254843694,80.378448872,2.1104766456,76.241978047,84.514919697,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,418,81.160610104,2.1254832396,80.376925311,2.1104754742,76.240456782,84.51339384,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,419,81.15850272,2.1254819255,80.375346073,2.1104741166,76.238880204,84.511811941,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,420,81.156350502,2.1254804281,80.373711386,2.110472574,76.237248542,84.510174231,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,421,81.154153636,2.1254787485,80.372021483,2.1104708474,76.235562022,84.508480943,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,422,81.151912309,2.1254768876,80.370276592,2.1104689377,76.233820874,84.50673231,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,423,81.149626705,2.1254748468,80.368476944,2.1104668462,76.232025326,84.504928562,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,424,81.147297011,2.1254726273,80.366622769,2.1104645742,76.230175603,84.503069934,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,425,81.144923414,2.1254702302,80.364714296,2.1104621228,76.228271936,84.501156657,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,426,81.142506099,2.1254676571,80.362751757,2.1104594936,76.226314549,84.499188964,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,427,81.140045252,2.1254649093,80.36073538,2.1104566879,76.224303672,84.497167089,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,428,81.137541059,2.1254619884,80.358665397,2.1104537073,76.222239531,84.495091264,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,429,81.134993707,2.1254588959,80.356542037,2.1104505532,76.220122352,84.492961722,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,430,81.132403381,2.1254556334,80.35436553,2.1104472274,76.217952364,84.490778696,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,431,81.129770267,2.1254522027,80.352136107,2.1104437315,76.215729793,84.488542421,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,432,81.127094552,2.1254486055,80.349853997,2.1104400672,76.213454864,84.486253129,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,433,81.124376421,2.1254448436,80.34751943,2.1104362365,76.211127806,84.483911054,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,434,81.121616061,2.1254409189,80.345132637,2.1104322411,76.208748843,84.48151643,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,435,81.118813657,2.1254368333,80.342693847,2.1104280831,76.206318204,84.479069491,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,436,81.115969396,2.1254325888,80.340203292,2.1104237643,76.203836112,84.476570471,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,437,81.113083463,2.1254281875,80.3376612,2.1104192868,76.201302796,84.474019603,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,438,81.110156045,2.1254236315,80.335067801,2.1104146528,76.19871848,84.471417122,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,439,81.107187327,2.1254189229,80.332423327,2.1104098644,76.196083391,84.468763263,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,440,81.104177497,2.125414064,80.329728007,2.1104049238,76.193397754,84.466058259,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,441,81.101126739,2.125409057,80.32698207,2.1103998332,76.190661795,84.463302345,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,442,81.098035239,2.1254039042,80.324185748,2.1103945951,76.18787574,84.460495757,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,443,81.094903185,2.1253986081,80.32133927,2.1103892117,76.185039813,84.457638727,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,444,81.091730761,2.125393171,80.318442867,2.1103836855,76.182154241,84.454731492,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,445,81.088518154,2.1253875953,80.315496767,2.1103780189,76.179219248,84.451774287,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,446,81.08526555,2.1253818837,80.312501202,2.1103722145,76.176235059,84.448767345,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,447,81.081973135,2.1253760387,80.309456402,2.1103662749,76.1732019,84.445710903,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,448,81.078641095,2.125370063,80.306362596,2.1103602026,76.170119996,84.442605196,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,449,81.075269616,2.125363959,80.303220015,2.1103540003,76.166989571,84.439450458,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,450,81.071858884,2.1253577297,80.300028888,2.1103476707,76.16381085,84.436246926,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,451,81.068409085,2.1253513777,80.296789446,2.1103412165,76.160584058,84.432994834,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,452,81.064920405,2.1253449058,80.29350192,2.1103346406,76.15730942,84.429694419,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,453,81.06139303,2.1253383169,80.290166538,2.1103279458,76.15398716,84.426345915,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,454,81.057827146,2.1253316138,80.286783531,2.110321135,76.150617502,84.422949559,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,455,81.05422294,2.1253247995,80.283353129,2.1103142111,76.147200671,84.419505587,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,456,81.050580596,2.1253178769,80.279875562,2.1103071769,76.14373689,84.416014233,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,457,81.046900302,2.125310849,80.27635106,2.1103000357,76.140226385,84.412475735,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,458,81.043182243,2.1253037188,80.272779854,2.1102927902,76.13666938,84.408890328,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,459,81.039426606,2.1252964896,80.269162173,2.1102854438,76.133066098,84.405258248,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,460,81.035633575,2.1252891642,80.265498247,2.1102779993,76.129416763,84.401579732,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,461,81.031803338,2.125281746,80.261788307,2.1102704601,76.1257216,84.397855015,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,462,81.027936081,2.125274238,80.258032583,2.1102628292,76.121980832,84.394084334,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,463,81.024031989,2.1252666435,80.254231304,2.11025511,76.118194682,84.390267926,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,464,81.020091248,2.1252589658,80.250384701,2.1102473056,76.114363376,84.386406026,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,465,81.016114045,2.1252512081,80.246493004,2.1102394192,76.110487135,84.382498872,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,466,81.012100566,2.1252433737,80.242556442,2.1102314544,76.106566185,84.3785467,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,467,81.008050996,2.125235466,80.238575247,2.1102234143,76.102600748,84.374549746,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,468,81.003965522,2.1252274884,80.234549647,2.1102153023,76.098591047,84.370508247,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,469,80.999844329,2.1252194443,80.230479874,2.1102071219,76.094537307,84.36642244,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,470,80.995687604,2.125211337,80.226366157,2.1101988765,76.090439751,84.362292562,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,471,80.991495533,2.1252031702,80.222208726,2.1101905695,76.086298601,84.35811885,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,472,80.987268301,2.1251949472,80.218007811,2.1101822045,76.082114082,84.35390154,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,473,80.983006095,2.1251866715,80.213763643,2.1101737848,76.077886416,84.349640869,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,474,80.978709101,2.1251783468,80.209476451,2.1101653142,76.073615826,84.345337075,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,475,80.974377505,2.1251699766,80.205146465,2.1101567961,76.069302536,84.340990395,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,476,80.970011493,2.1251615644,80.200773916,2.1101482342,76.064946768,84.336601065,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,477,80.965611251,2.1251531139,80.196359034,2.1101396319,76.060548746,84.332169323,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,478,80.961176964,2.1251446288,80.191902049,2.1101309931,76.056108692,84.327695405,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,479,80.95670882,2.1251361126,80.18740319,2.1101223213,76.05162683,84.32317955,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,480,80.952207003,2.125127569,80.182862689,2.1101136202,76.047103383,84.318621994,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,481,80.947671701,2.1251190019,80.178280774,2.1101048935,76.042538572,84.314022976,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,482,80.943103099,2.1251104147,80.173657676,2.1100961448,76.037932621,84.309382731,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,483,80.938501382,2.1251018114,80.168993625,2.1100873781,76.033285753,84.304701498,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,484,80.933866738,2.1250931957,80.164288852,2.1100785969,76.02859819,84.299979513,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,485,80.929199352,2.1250845713,80.159543586,2.1100698051,76.023870156,84.295217015,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,486,80.92449941,2.125075942,80.154758057,2.1100610065,76.019101872,84.290414241,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,487,80.919767099,2.1250673116,80.149932495,2.1100522048,76.014293561,84.285571429,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
3,488,80.915002604,2.125058684,80.145067131,2.1100434039,76.009445447,84.280688815,HR,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm)
